Activation Method,Armed Actors/ Security Personnel Casualties Total,Armed Actors/ Security Personnel Injured,Armed Actors/ Security Personnel Killed,Boys,Children,Civilian Casualties Total,Civilians Injured,Civilians Killed,Country,Date,Description,Girls,Launch Method,Location,Perpetrator Group Name,Perpetrator Status,Populated Area,Target,Weapon Type,Women
Suicide Attack,1,0,1,0,0,34,20,14,Somalia,23-03-2019,"6 killed, including a minister, and 11 injured in a suicide attack in Mogadishu",0,IED,Public Building,Al Shabaab,Non-State Actors,Yes,State (unarmed),Car Bomb,0
Victim-activated,0,0,0,2,2,2,2,0,India,23-03-2019,2 children injured by homemade bomb in home in Naduvil,0,IED,Village,Unknown,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Victim-activated,3,1,2,0,0,1,1,0,Afghanistan,18-03-2019,"Police hit roadside bomb in Pul-i-Kumri, killing 2 and wounding 1 police and a civilian",0,IED,Road,Unknown,Non-State Actors,Yes,Not Reported,Roadside Bomb,0
Victim-activated,0,0,0,0,8,8,7,1,Afghanistan,15-03-2019,1 killed in roadside bomb explosion in Nilam village in Farah as a group of children tried to move it,0,IED,Village,Unknown,Non-State Actors,Yes,Not Reported,Roadside Bomb,0
Victim-activated,0,0,0,0,0,1,0,1,Syria,24-03-2019,IED killed 1 in al-Bab area of Aleppo,0,IED,No Information,Unknown,Non-State Actors,Unclear,Not Reported,Non-specific IED,0
Suicide Attack,2,0,2,0,0,17,7,10,Niger,26-03-2019,10 killed by 2 female suicide bombers and a gun attack in Diffa,0,IED,Multiple (urban),Boko Haram,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Suicide Attack,8,0,8,0,0,0,0,0,Syria,26-03-2019,7 Kurdish fighters killed in suicide attack in Manbij,0,IED,Armed Base,Unknown,Non-State Actors,Unclear,Armed Groups,Non-specific IED,0
Remote Detonation,3,0,3,0,0,0,0,0,Yemen,28-03-2019,3 military personnel killed in roadside bombing in Hudaydah,0,IED,Road,Unknown,Non-State Actors,Unclear,Not Reported,Roadside Bomb,0
Victim-activated,0,0,0,0,2,2,0,2,Syria,30-03-2019,2 children under 18 killed in landmine explosion in Raqqa's Der'iyyeh neoghbourhood,0,IED,Urban Residential,ISIS,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Victim-activated,2,0,2,0,0,0,0,0,Yemen,02-04-2019,2 soldiers killed and others injured in roadside bomb in Seiyun district,0,IED,Road,Unknown,Non-State Actors,Unclear,Not Reported,Roadside Bomb,0
Victim-activated,9,8,1,0,0,0,0,0,Philippines,02-04-2019,IED kills police trooper and injured 8 in Tadian,0,IED,No Information,NPA,Non-State Actors,Unclear,State (armed),Non-specific IED,0
Victim-activated,0,0,0,0,0,1,0,1,India,01-04-2019,Tribal member killed after stepping on a landmine planted by Maoists in Mukunur-Doli forest area,0,IED,Other,CPI (naxals),Non-State Actors,No,Not Reported,Non-specific IED,0
Victim-activated,1,0,1,0,0,0,0,0,Syria,03-04-2019,Engineering member of Al-Sham Corps killed trying to dismantle IED in Taladah village ,0,IED,Village,Unknown,Non-State Actors,Yes,Armed Groups,Non-specific IED,0
Victim-activated,0,0,0,0,0,4,1,3,Iraq,04-04-2019,Booby-trapped car bomb detonated on civilians collecting truffle in desert area near Rutba,0,IED,No Information,ISIS,Non-State Actors,Unclear,Not Reported,Car Bomb,0
Victim-activated,2,1,1,0,0,0,0,0,Mali,02-04-2019,French military doctor killed by IED in northern Mali,0,IED,Road,Unknown,Non-State Actors,Unclear,Not Reported,Non-specific IED,0
Victim-activated,2,2,0,0,0,0,0,0,Afghanistan,05-04-2019,2 police injured in roadside bombing in Zhari district ,0,IED,Road,Taliban,Non-State Actors,Unclear,Not Reported,Roadside Bomb,0
Suicide Attack,4,0,4,0,0,46,45,1,Nigeria,06-04-2019,3 killed and 30 injured in twin suicide bombing by two female suicide bombers in Maiduguri,0,IED,Urban Residential,Boko Haram,Non-State Actors,Yes,Civilians,Non-specific IED,0
Suicide Attack,7,3,4,0,0,6,6,0,Afghanistan,08-04-2019,Car bomb detonates near US military personnel killing 3 and injuring 3 near Bagram Air Base,0,IED,Armed Base,Taliban,Non-State Actors,Unclear,State (armed),Car Bomb,0
Victim-activated,1,0,1,0,0,6,5,1,Afghanistan,08-04-2019,Roadside bomb hits police vehicle in Nangarhar killing 2 ,0,IED,Urban Residential,Unknown,Non-State Actors,Yes,Not Reported,Roadside Bomb,0
Remote Detonation,1,1,0,0,0,0,0,0,India,07-04-2019,Soldier of ITBP police injured by IED in Fadki area of Rajnandgaon ,0,IED,No Information,CPI (naxals),Non-State Actors,Unclear,Not Reported,Non-specific IED,0
Victim-activated,0,0,0,0,0,3,3,0,Somalia,08-04-2019,3 injured by roadside bomb in Mogadishu's Howlwadag district,0,IED,Road,Unknown,Non-State Actors,Yes,Not Reported,Roadside Bomb,0
Suicide Attack,1,0,1,0,1,29,26,3,Egypt,09-04-2019,"15yo suicide bomber in Sinai kills 7, including 4 security personnel and a 6yo, at market",0,IED,Market,ISIS: Egypt,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Suicide Attack,2,0,2,0,2,67,48,19,Pakistan,12-04-2019,Suicide bombing on market killed 18 and injured 48,0,IED,Market,Unknown,Non-State Actors,Yes,Civilians,Non-specific IED,0
Suicide Attack,5,1,4,0,0,0,0,0,Nigeria,12-04-2019,2 female suicide bombers kill 2 security personnel when they try to evade arrest in Monguno,0,IED,Armed Base,Unknown,Non-State Actors,Unclear,Not Reported,Non-specific IED,0
Remote Detonation,2,2,0,0,1,10,8,2,Pakistan,12-04-2019,2 killed and 10 injured in Chaman's Palestine Chowk,0,IED,Road,Unknown,Non-State Actors,Yes,State (armed),Non-specific IED,0
Victim-activated,0,0,0,0,0,2,0,2,Syria,11-04-2019,2 killed in explosion of IED in al Wasat neighbourhood,0,IED,Urban Residential,ISIS,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Victim-activated,11,7,4,0,0,0,0,0,Cameroon,12-04-2019,Boko Haram roadside bomb kills 4 Cameroon soldiers,0,IED,Road,Boko Haram,Non-State Actors,Unclear,Not Reported,Roadside Bomb,0
Victim-activated,0,0,0,0,0,6,4,2,Afghanistan,13-04-2019,2 killed and 4 wounded when vehicle hits roadside bomb in Bam Ragha area of Khogyani Districtr,0,IED,No Information,Unknown,Non-State Actors,Unclear,Not Reported,Roadside Bomb,0
Victim-activated,5,4,1,0,0,0,0,0,Mali,20-04-2019,UN peacekeeper killed and 4 injured by IED attack on convoy in Mopti region,0,IED,Road,Unknown,Non-State Actors,Unclear,International Actor (armed),Roadside Bomb,0
Suicide Attack,4,0,4,0,0,15,8,7,Afghanistan,20-04-2019,Suicide bomber and gunmen attack telecommmunications ministry in Kabul,0,IED,Commercial Premises,ISIS: Afghanistan,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Remote Detonation,2,2,0,0,0,10,10,0,Pakistan,22-04-2019,"12, including 2 CTD officials, injured in bomb explosion in Nasirabad district",0,IED,Road,Unknown,Non-State Actors,Unclear,State (armed),Roadside Bomb,0
Victim-activated,12,6,6,0,0,0,0,0,Philippines,23-04-2019,6 soldiers killed and 6 injured in Communist rebel blast in Samar province,0,IED,No Information,NPA,Non-State Actors,Unclear,State (armed),Non-specific IED,0
Suicide Attack,8,0,8,0,45,753,500,253,Sri Lanka,21-04-2019,Suicide attacks across the Colombo Negombo and Batticaloa leave hundreds dead and injured,0,IED,Multiple (urban),ISIS: Sri Lanka,Non-State Actors,Yes,Civilians,Non-specific IED,0
Victim-activated,0,0,0,0,0,4,0,4,Syria,22-04-2019,"4,including 2 women, killed in by ISIS explosive devices in Raqqa",0,IED,Urban Residential,ISIS,Non-State Actors,Yes,Not Reported,Non-specific IED,2
Victim-activated,0,0,0,0,1,3,3,0,Syria,22-04-2019,Booby-trapped motorcycle detonates in Theban town injuring SDF personnel and 3 civilians,0,IED,Road,Unknown,Non-State Actors,Yes,Not Reported,Non-specific IED,2
Victim-activated,0,0,0,0,0,3,3,0,Syria,21-04-2019,Booby-trapped motorcycle in al-Bab detonates injuring 3,0,IED,Road,Unknown,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Suicide Attack,1,0,1,0,0,1,0,1,India,26-04-2019,Man detonates bomb killing himself and women ,0,IED,Urban Residential,Unknown,Non-State Actors,Yes,Not Reported,Non-specific IED,1
Victim-activated,0,0,0,0,0,2,0,2,Afghanistan,28-04-2019,2 killed in roadside bomb blast in Kandahar's Kalantar area,0,IED,Road,Taliban,Non-State Actors,Unclear,Not Reported,Roadside Bomb,0
Victim-activated,4,3,1,0,0,0,0,0,Tunisia,26-04-2019,Tunisian soldier killed and 3 injured in IED explosion in Kasserine region at Mount Chambri,0,IED,Other,Okba Ibn Nafaa (AQIM Affiliate),Non-State Actors,No,Not Reported,Non-specific IED,0
Victim-activated,0,0,0,0,0,1,0,1,Syria,27-04-2019,Woman killed in landmine blast in al Sousa town in Deir Ezzor,0,IED,Urban Residential,ISIS,Non-State Actors,Yes,Not Reported,Non-specific IED,1
Victim-activated,5,0,5,0,0,0,0,0,Syria,25-04-2019,ISIS explosives kill 5 regime forces members in Sbikhan town,0,IED,Multiple (urban),ISIS,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Victim-activated,0,0,0,0,0,1,0,1,Syria,27-04-2019,Woman killed in explosion of ISIS 'landmine' in Bobadran village,0,IED,Village,ISIS,Non-State Actors,Yes,Not Reported,Non-specific IED,1
Victim-activated,15,0,15,0,0,1,0,1,India,01-05-2019,Bomb attack by suspected Maoist rebels kills 16 Indian troops,0,IED,Road,CPI (naxals),Non-State Actors,Unclear,State (armed),Roadside Bomb,0
Victim-activated,4,4,0,0,0,0,0,0,Somalia,28-04-2019,4 government soldiers injures by roadside bomb in Weydow outskirts of Mogadishu,0,IED,Road,Al Shabaab,Non-State Actors,Unclear,Not Reported,Roadside Bomb,0
Victim-activated,0,0,0,0,0,3,2,1,Iraq,29-04-2019,Farmer killed and 2 engineers wounded by roadside bomb in Tal Afar district,0,IED,Road,ISIS,Non-State Actors,Unclear,Not Reported,Roadside Bomb,0
Victim-activated,0,0,0,0,0,1,0,1,Syria,29-04-2019,Landmine in al Sousa town kills 1 ,0,IED,Urban Residential,ISIS,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Victim-activated,1,0,1,0,0,2,0,2,Syria,30-04-2019,"3, including Syrian regime soldier, killed in ISIS 'landmine' explosion in Homs",0,IED,No Information,ISIS,Non-State Actors,Unclear,Not Reported,Non-specific IED,0
Victim-activated,1,0,1,0,0,0,0,0,Afghanistan,02-05-2019,1 NDS officer killed in a roadside bomb in Shor Tapa District,0,IED,Road,Taliban,Non-State Actors,Unclear,Not Reported,Roadside Bomb,0
Victim-activated,0,0,0,0,0,2,0,2,Syria,04-05-2019,2 killed in explosion in al-Susah town,0,IED,Urban Residential,ISIS,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Victim-activated,0,0,0,0,0,2,2,0,Iraq,04-05-2019,2 wounded in bomb blast in Mosul as booby-trapped bike detonates,0,IED,Urban Residential,Unknown,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Victim-activated,0,0,0,0,0,1,0,1,India,03-05-2019,56yo villager killed when suspected Maoist IED explodes in Aurangabad district's forest area as he herded cattle home,0,IED,Road,Unknown,Non-State Actors,Unclear,Not Reported,Non-specific IED,0
Suicide Attack,54,35,19,0,4,27,25,2,Afghanistan,05-05-2019,"20 killed, including 18 police, in Baghlan attack on police HQ using suicide car bomb and gun attack",0,IED,Police Station,Taliban,Non-State Actors,Yes,State (armed),Car Bomb,8
Victim-activated,0,0,0,0,5,5,2,3,Afghanistan,05-05-2019,3 children killed in roadside bomb in Herat and 2 more injured,0,IED,Village,Taliban,Non-State Actors,Yes,Not Reported,Roadside Bomb,0
Victim-activated,2,2,0,0,0,0,0,0,India,05-05-2019,2 soldiers injured by IED near LoC in Kupwara district,0,IED,Armed Base,Unknown,Non-State Actors,No,Not Reported,Non-specific IED,0
Suicide Attack,7,0,7,0,0,33,26,7,Pakistan,08-05-2019,14yo Suicide bomber attacks Sufi shrine in Lahore killing 10 and injuring 20,0,IED,Place Of Worship,Jamaatul Ahrar,Non-State Actors,Yes,State (armed),Non-specific IED,0
Suicide Attack,2,0,2,0,0,28,24,4,Afghanistan,08-05-2019,5 killed and 24 wounded in suicide attack on Kabul offices of US aid group,0,IED,Humanitarian Infrastructure,Taliban,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Victim-activated,0,0,0,0,0,2,1,1,Syria,30-04-2019,Ambulance crew member killed and another injured by IED in Idlib,0,IED,No Information,Unknown,Non-State Actors,Unclear,Civilians,Non-specific IED,0
Victim-activated,0,0,0,0,0,9,5,4,Afghanistan,09-05-2019,4 children killed and 5 wounded by IED in Faryab province while herding livestock,0,IED,Village,Taliban,Non-State Actors,Yes,State (armed),Non-specific IED,0
Remote Detonation,4,1,3,0,0,0,0,0,Pakistan,09-05-2019,Roadside bomb hits paramilitary vehicle killing 3 inside in Balochistan's Harnai district,0,IED,Road,Unknown,Non-State Actors,Unclear,State (armed),Roadside Bomb,0
Victim-activated,1,0,1,0,0,0,0,0,Iraq,09-05-2019,Soldier killed by roadside bomb as he arrives at ISIS gun attack crime scene in Salahuddin,0,IED,Village,ISIS,Non-State Actors,Yes,State (armed),Roadside Bomb,0
Victim-activated,0,0,0,0,0,1,1,0,USA,10-05-2019,59yo homeless man injured by IED in Fullerton,0,IED,Commercial Premises,Unknown,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Victim-activated,0,0,0,0,9,10,2,8,Afghanistan,11-05-2019,Taliban 'landmine' kills 7 children in Ghazni province,0,IED,Road,Taliban,Non-State Actors,Unclear,Not Reported,Roadside Bomb,0
Remote Detonation,1,1,0,0,0,9,9,0,Somalia,11-05-2019,Bomb detonates near courthouse in Bosaso in Puntland injuring 10,0,IED,Public Building,Unknown,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Victim-activated,8,6,2,0,0,0,0,0,Afghanistan,08-05-2019,Roadside bomb hits Afghan commando force vehicle in Khwaja Sabz Posh District killing 2 commandos and wounds 6,0,IED,No Information,Unknown,Non-State Actors,Unclear,Not Reported,Roadside Bomb,0
Suicide Attack,1,0,1,0,0,13,9,4,Somalia,14-05-2019,4 killed in suicide car bombing in Mogadishu ,0,IED,Public Building,Al Shabaab,Non-State Actors,Yes,Not Reported,Car Bomb,0
Remote Detonation,8,4,4,0,0,8,8,0,Pakistan,13-05-2019,Bomb attached to motorcycle kills 4 police guarding mosque in Quetta,0,IED,Place Of Worship,Pakistan Taliban,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Victim-activated,7,4,3,0,0,0,0,0,Nigeria,13-05-2019,3 Nigerian soldiers killed in roadside bomb blast in Damboa,0,IED,Road,Boko Haram,Non-State Actors,Yes,Not Reported,Roadside Bomb,0
Victim-activated,2,2,0,0,0,0,0,0,Turkey,13-05-2019,3 village guards injured by IED in Sirnak province,0,IED,Road,Unknown,Non-State Actors,Unclear,Not Reported,Roadside Bomb,0
Victim-activated,0,0,0,0,0,1,1,0,Taiwan,15-05-2019,Businessman badly wounded by letter bomb in Kaohsiung city,0,IED,Commercial Premises,Individual,Non-State Actors,Yes,Civilians,Non-specific IED,0
Victim-activated,3,0,3,0,0,0,0,0,Syria,16-05-2019,3 SDF and Internal Security Forces leaders killed in IED explosions in Tal Abyad countryside in Raqqa,0,IED,No Information,ISIS,Non-State Actors,No,Not Reported,Non-specific IED,0
Victim-activated,0,0,0,0,1,1,0,1,Syria,18-05-2019,Child killed in explosion in Sh'afa city's al Soor neighbourhood,0,IED,Urban Residential,ISIS,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Victim-activated,3,3,0,0,0,0,0,0,Mali,19-05-2019,3 Chadian peacekeepers injured in roadside bomb attack in Tessalit,0,IED,Village,Unknown,Non-State Actors,Yes,Not Reported,Roadside Bomb,0
Suicide Attack,1,0,1,0,0,0,0,0,Syria,20-05-2019,ISIS suicide bomber targets SDF deminers in Shaddadi causing only material damage,0,IED,No Information,ISIS,Non-State Actors,Unclear,Humanitarian Operation,Non-specific IED,0
Victim-activated,33,26,7,0,0,0,0,0,Iraq,19-05-2019,Roadside bomb hit bus carrying Shiite paramilitary fighters in Balad Ruz,0,IED,No Information,Unknown,Non-State Actors,Unclear,Armed Groups,Roadside Bomb,0
Victim-activated,0,0,0,0,0,5,3,2,Iraq,20-05-2019,2 farmers killed and 3 wounded in bomb explosion in Nineveh province,0,IED,Agricultural Land,ISIS,Non-State Actors,Unclear,Not Reported,Non-specific IED,0
Victim-activated,2,2,0,0,0,0,0,0,India,21-05-2019,2 personnel injured by an IED blast in Sukma district,0,IED,No Information,Unknown,Non-State Actors,Unclear,Not Reported,Non-specific IED,0
Remote Detonation,3,3,0,0,0,0,0,0,India,20-05-2019,3 secutiry personnel injured by Maoist IEDs near dam construction site in Seraikela-Kharsawan district ,0,IED,Road,CPI (naxals),Non-State Actors,Unclear,State (armed),Roadside Bomb,0
Victim-activated,5,0,5,0,0,0,0,0,Syria,21-05-2019,5 regime/militiamen killed in booby-trapped explosion in Kafr Nabudah town,0,IED,No Information,Unknown,Non-State Actors,Unclear,Not Reported,Non-specific IED,0
Suicide Attack,2,0,2,0,0,21,13,8,Somalia,22-05-2019,"Sucide car bomb kills 9, including former foreign minister, near presidential palace",0,IED,Armed Base,Al Shabaab,Non-State Actors,Yes,Not Reported,Car Bomb,0
Suicide Attack,11,5,6,0,2,9,7,2,Afghanistan,22-05-2019,3 killed and 15 injured in bomb blast near army camp in Ghazni,0,IED,Armed Base,Taliban,Non-State Actors,Yes,Not Reported,Car Bomb,0
Victim-activated,0,0,0,0,1,4,0,4,Afghanistan,20-05-2019,4 killed in roadside bombing in Nijrab district,0,IED,Road,Taliban,Non-State Actors,Unclear,State (armed),Roadside Bomb,2
Victim-activated,3,2,1,0,0,0,0,0,India,22-05-2019,IED kills 1 soldier and injures 2 near forward post in Poonch,0,IED,Armed Base,Unknown,Non-State Actors,Unclear,State (armed),Non-specific IED,0
Remote Detonation,2,2,0,0,0,0,0,0,India,21-05-2019,2 police injured in Maoist IED blast in Sukma district,0,IED,No Information,CPI (naxals),Non-State Actors,Unclear,State (armed),Non-specific IED,0
Suicide Attack,1,0,1,0,0,0,0,0,Syria,23-05-2019,Suicide bomber detonates himself on booby-trapped motorbike in Tal Tamr area in Hasakah,0,IED,No Information,ISIS,Non-State Actors,Unclear,Not Reported,Non-specific IED,0
Victim-activated,0,0,0,0,4,4,0,4,Syria,24-05-2019,ISIS explosive in Adman area kills 4 children ,0,IED,Urban Residential,ISIS,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Victim-activated,0,0,0,0,0,1,0,1,Syria,24-05-2019,1 killed by ISIS explosive device near water purification plant in al-Shafa village,0,IED,Public Building,ISIS,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Remote Detonation,0,0,0,0,0,30,28,2,Pakistan,24-05-2019,2 killed and 15 injured in bomb explosion in Quetta's Rehmania mosque,0,IED,Place Of Worship,Unknown,Non-State Actors,Yes,Civilians,Non-specific IED,0
Victim-activated,2,1,1,0,0,2,1,1,Iraq,23-05-2019,Car bomb detonated in village near Syrian border killing 2 and wounding 2,0,IED,Village,ISIS,Non-State Actors,Yes,Not Reported,Car Bomb,0
Victim-activated,5,5,0,0,0,0,0,0,Afghanistan,24-05-2019,Roadside bomb injures 4 Romanian soldiers in Kandahar province,0,IED,Road,Taliban,Non-State Actors,Unclear,Not Reported,Roadside Bomb,0
Remote Detonation,0,0,0,0,0,1,0,1,Somalia,22-05-2019,1 killed and several wounded by roadside bomb in Hoosh village. Car belonged to local NGO.,0,IED,Village,Unknown,Non-State Actors,Yes,Not Reported,Roadside Bomb,0
Victim-activated,0,0,0,0,3,5,4,1,Iraq,24-05-2019,Roadside bomb hits civilian car in Baiji killing a woman wounding her husband and 3 children,0,IED,Road,ISIS,Non-State Actors,Yes,Not Reported,Roadside Bomb,1
Victim-activated,4,3,1,0,0,0,0,0,Iraq,24-05-2019,Policeman killed and 3 injured in roadside bomb explosion in Baiji,0,IED,Road,ISIS,Non-State Actors,Yes,Not Reported,Roadside Bomb,0
Victim-activated,1,0,1,0,0,0,0,0,Syria,25-05-2019,Militiaman loyal to regime killed by ISIS explosive near al-Tim oilfield,0,IED,Other,ISIS,Non-State Actors,Unclear,Not Reported,Non-specific IED,0
Victim-activated,1,0,1,0,0,0,0,0,Syria,26-05-2019,Hayyatt Tahrir al Sham commander killed in explosion of booby-trapped car in Maarrat Mesrin town,0,IED,No Information,Unknown,Non-State Actors,Unclear,Armed Groups,Non-specific IED,0
Victim-activated,4,3,1,0,0,1,1,0,Thailand,26-05-2019,"Policeman killed and 4 injured by buried bomb in Chana, Songkhla",0,IED,Transport Related Infrastructure,Unknown,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Victim-activated,1,0,1,0,0,0,0,0,Syria,28-05-2019,SDF member killed in ISIS explosive blast in Baghouz area,0,IED,Urban Residential,ISIS,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Remote Detonation,4,4,0,1,1,12,10,2,Thailand,27-05-2019,Bomb attack at market kills woman and 14yo boy in Nong Chik district in Pattani,0,IED,Market,Unknown,Non-State Actors,Yes,Not Reported,Non-specific IED,1
Victim-activated,11,11,0,0,0,0,0,0,India,28-05-2019,11 CRPF personnel injured by IED blast in Kuchai area forests,0,IED,Other,CPI (naxals),Non-State Actors,No,Not Reported,Non-specific IED,0
Victim-activated,4,0,4,0,0,1,0,1,Chad,25-05-2019,4 Chadian soldiers and a television reporter killed when vehicle hit mine in Chad,0,IED,Road,Boko Haram,Non-State Actors,Unclear,Not Reported,Roadside Bomb,0
Suicide Attack,7,0,7,0,0,16,16,0,Afghanistan,30-05-2019,Suicide bomb near military training academy in Kabul kills 6 security personnel and injures 16 others,0,IED,Armed Base,ISIS: Afghanistan,Non-State Actors,Unclear,State (armed),Non-specific IED,0
Victim-activated,0,0,0,0,0,7,5,2,Iraq,30-05-2019,2 killed and 5 injured by roadside bomb chasing ISIS fighters from their village,0,IED,Village,ISIS,Non-State Actors,Yes,Not Reported,Roadside Bomb,0
Victim-activated,0,0,0,0,0,6,5,1,Afghanistan,29-05-2019,Roadside bomb in Khost kills 1 and injures 5 ,0,IED,Village,Unknown,Non-State Actors,Yes,Not Reported,Roadside Bomb,0
Victim-activated,1,0,1,0,0,0,0,0,Afghanistan,27-05-2019,Roadside bomb kills 1 soldier in Dar-i-Yakh area on Arghankhwa district,0,IED,Road,Unknown,Non-State Actors,Unclear,State (armed),Roadside Bomb,0
Victim-activated,0,0,0,0,0,1,0,1,Afghanistan,26-05-2019,Tribal elder killed in roadside bombing in Patan district,0,IED,Road,Unknown,Non-State Actors,Unclear,Not Reported,Roadside Bomb,0
Remote Detonation,0,0,0,0,0,4,3,1,Afghanistan,25-05-2019,1 civilians killed by motorcycle packed with explosives in Spin Boldak district,0,IED,Road,Unknown,Non-State Actors,Unclear,State (armed),Car Bomb,0
Victim-activated,10,7,3,0,0,0,0,0,Afghanistan,24-05-2019,Roadside bomb hits Humvee in Shiwan village killing 3 soldiers,0,IED,Village,Unknown,Non-State Actors,Yes,Not Reported,Roadside Bomb,0
Remote Detonation,7,7,0,0,0,0,0,0,Philippines,29-05-2019,7 soldiers injured by NPA landmine explosion in Bukidnon,0,IED,Road,NPA,Non-State Actors,Yes,State (armed),Roadside Bomb,0
Suicide Attack,8,0,8,1,2,30,20,10,Syria,01-06-2019,5 killed by ISIS suicide car bomber in Raqqa city ,0,IED,Town Centre,ISIS,Non-State Actors,Yes,Not Reported,Car Bomb,1
Multiple Modes Of Detonation,5,5,0,0,0,31,29,2,Afghanistan,02-06-2019,Bomb attached to bus in Kabul detonates followed by roadside bombs in Kabul,0,IED,Public Building,ISIS: Afghanistan,Non-State Actors,Yes,Civilians,Multiple Explosive Weapons,4
Victim-activated,0,0,0,0,0,1,1,0,Mexico,29-05-2019,IED in book explodes in office of Senator in Sentae buildin in Mexico City,0,IED,Public Building,Unknown,Non-State Actors,Yes,Not Reported,Non-specific IED,1
Suicide Attack,1,0,1,0,0,0,0,0,Lebanon,03-06-2019,ISIS-linked suicide bomber detonates vest killing himself after shooting 2 military personnel,0,IED,No Information,ISIS: Lebanon,Non-State Actors,Unclear,Not Reported,Non-specific IED,0
Suicide Attack,1,1,0,0,0,0,0,0,Indonesia,03-06-2019,Suicide bomber detonates explosives but only injures himself in Java province,0,IED,Armed Base,ISIS: Indonesia,Non-State Actors,Unclear,Not Reported,Non-specific IED,0
Victim-activated,0,0,0,0,0,4,0,4,Afghanistan,05-06-2019,Roadside bomb hits vehicle in Daber area of Charkh district killing 2 women and 2 men,0,IED,Road,Taliban,Non-State Actors,Unclear,Not Reported,Roadside Bomb,2
Victim-activated,3,2,1,0,0,0,0,0,Iraq,08-06-2019,IED kills 1 officer and injures 2 when it hits forces in Saadouniyah village,0,IED,Village,Unknown,Non-State Actors,Yes,Not Reported,Roadside Bomb,0
Remote Detonation,10,8,2,0,0,0,0,0,Colombia,09-06-2019,Roadside bomb kills 2 and injures 8 soldiers in Arauca province on road between Tame and Hato Corozal,0,IED,Road,Unknown,Non-State Actors,Unclear,State (armed),Roadside Bomb,0
Victim-activated,0,0,0,0,0,2,1,1,India,09-06-2019,1 killed and 1 injured by crude bomb explosion in mango grove in Raghunathpur ,0,IED,Agricultural Land,Unknown,Non-State Actors,Unclear,Not Reported,Non-specific IED,0
Victim-activated,0,0,0,0,2,6,0,6,Afghanistan,11-06-2019,"6 killed in roadside bomb blast in Dand district, including 2 children",0,IED,Village,Unknown,Non-State Actors,Yes,Not Reported,Roadside Bomb,2
Victim-activated,0,0,0,0,0,1,0,1,Syria,12-06-2019,1 from al Sousa killed in Mouzan neighbourhood by landmine explosion,0,IED,Urban Residential,ISIS,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Victim-activated,0,0,0,0,0,1,0,1,Afghanistan,13-06-2019,Roadside bomb kills 1 in Gunah Abad village in Aobe district,0,IED,Village,Taliban,Non-State Actors,Yes,Not Reported,Roadside Bomb,0
Suicide Attack,8,3,5,0,3,14,9,5,Afghanistan,13-06-2019,5 civilians and 4 police killed insuicide bombing in Jalalabad,0,IED,Urban Residential,ISIS: Afghanistan,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Victim-activated,6,4,2,0,0,0,0,0,Afghanistan,13-06-2019,2 security forces killed in roadside bombing in Balkh's Kaldar district in Kahna Kaldar area,0,IED,Road,Taliban,Non-State Actors,Unclear,State (armed),Roadside Bomb,0
Victim-activated,4,1,3,0,0,0,0,0,Afghanistan,12-06-2019,3 soldiers killed in roadside bomb blast in Asyab village in Qades district,0,IED,Village,Taliban,Non-State Actors,Yes,Not Reported,Roadside Bomb,0
Victim-activated,11,7,4,0,0,0,0,0,Afghanistan,09-06-2019,Roadside bomb kills 4 border forces in Islam Qala area of Kohsan district,0,IED,Road,Taliban,Non-State Actors,Unclear,State (armed),Roadside Bomb,0
Remote Detonation,6,6,0,0,0,0,0,0,Egypt,13-06-2019,6 police wounded by roadside bomb targeting patrol vehicle in Sinai,0,IED,Road,ISIS: Egypt,Non-State Actors,Unclear,State (armed),Roadside Bomb,0
Victim-activated,0,0,0,0,1,1,0,1,Syria,14-06-2019,Child killed in mine explosion in al-Gharya town in Daraa,0,IED,Urban Residential,ISIS,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Victim-activated,0,0,0,0,0,1,0,1,Syria,14-06-2019,Paramedic killed by IED in Raqqa's Rashid Park ,0,IED,Entertainment,ISIS,Non-State Actors,Yes,Not Reported,Non-specific IED,0
