Activation Method,Armed Actors/ Security Personnel Casualties Total,Armed Actors/ Security Personnel Injured,Armed Actors/ Security Personnel Killed,Boys,Children,Civilian Casualties Total,Civilians Injured,Civilians Killed,Country,Date,Description,Girls,Launch Method,Location,Perpetrator Group Name,Perpetrator Status,Populated Area,Target,Weapon Type,Women
Suicide Attack,22,17,5,0,0,0,0,0,Afghanistan,12-11-2016,"Four Americans killed and 16 injured, and one Polish soldier injured by suicide bomber at NATO airbase",0,IED,Armed Base,Taliban,Non-State Actors,No,State (armed),Non-specific IED,0
Suicide Attack,1,0,1,0,0,2,0,2,Nigeria,11-11-2016,"A female suicide bomber in Umarari detonated IEDs round her waist, killing two. Boko Haram suspected.",0,IED,Urban Residential,Unknown,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Suicide Attack,3,0,3,0,0,0,0,0,Nigeria,11-11-2016,"Three female suicide bombers were gunned down, two of the IEDs detonated killing all three, the last IED was safely detonated by Police Bomb Disposal",0,IED,No Information,Unknown,Non-State Actors,Unclear,Not Reported,Non-specific IED,0
Victim-activated,1,0,1,0,0,0,0,0,India,10-11-2016,A jawan was killed in Bijapur by a pressure-plate IED,0,IED,No Information,Naxals (CPI),Non-State Actors,Unclear,Not Reported,Non-specific IED,0
Victim-activated,0,0,0,0,0,1,1,0,India,10-11-2016,A woman was injured by a pressure-plate IED in Dantewada,0,IED,Agricultural Land,Naxals (CPI),Non-State Actors,Yes,Not Reported,Non-specific IED,1
Suicide Attack,2,0,2,0,0,15,10,5,Afghanistan,16-11-2016,ISIS suicide bomber on a kills four and wounds 10 targeting a police vehicle in Kabul,0,IED,Road,ISIS: Afghanistan,Non-State Actors,Yes,Armed Groups,Non-specific IED,0
Remote Detonation,0,0,0,0,0,2,2,0,Thailand,14-11-2016,Car bomb injured two village chiefs in Pattani,0,IED,Village,Unknown,Non-State Actors,Yes,Not Reported,Car Bomb,0
Suicide Attack,3,0,3,0,0,16,12,4,Iraq,14-11-2016,"Suicide bomber detonates inside a house in Ain Tamr, near Karbala",0,IED,Urban Residential,Unknown,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Remote Detonation,1,1,0,0,0,0,0,0,Thailand,17-11-2016,A navy marine was wounded by a bomb explosion while on patrol by 20kg IED,0,IED,Road,Unknown,Non-State Actors,Unclear,Not Reported,Roadside Bomb,0
Suicide Attack,1,0,1,0,0,100,60,40,Iraq,17-11-2016,40 killed and more than 60 wounded by a suicide car bomb targeting a police officers wedding. ISIS suspected,0,IED,Public Gathering,Unknown,Non-State Actors,Yes,Not Reported,Car Bomb,0
Victim-activated,0,0,0,0,2,2,1,1,Egypt,19-11-2016,One killed and one injured by IED in an apartment in Cairo,0,IED,Urban Residential,Unknown,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Suicide Attack,1,0,1,0,0,0,0,0,Iraq,20-11-2016,ISIS suicide bomber blown up yards before hitting Iraqi militiamen,0,IED,No Information,ISIS,Non-State Actors,Unclear,Armed Groups,Car Bomb,0
Victim-activated,4,2,2,0,0,0,0,0,Somalia,20-11-2016,Two police officers killed and two injured by an IED planted near the checkpoint. Al Shabaab suspected,0,IED,Police Station,Unknown,Non-State Actors,Yes,State (armed),Non-specific IED,0
Victim-activated,0,0,0,0,0,1,0,1,India,20-11-2016,One killed by IED near armed base in Manipur ,0,IED,Armed Base,Unknown,Non-State Actors,Unclear,Not Reported,Non-specific IED,0
Remote Detonation,3,0,3,0,0,8,8,0,Pakistan,22-11-2016,"A remotely detonated IED killed three paramilitary officers in Peshawar, 8 others including civilians were injured",0,IED,Road,Jamaatul Ahrar,Non-State Actors,Yes,State (armed),Roadside Bomb,0
Suicide Attack,1,0,1,0,0,110,80,30,Afghanistan,21-11-2016,ISIS suicide bomb attack on Kabul mosque killed at least 30,0,IED,Place Of Worship,ISIS: Afghanistan,Non-State Actors,Yes,Civilians,Non-specific IED,0
Victim-activated,0,0,0,0,0,1,1,0,USA,22-11-2016,"Package bomb wounds one man, who thought package contained his inhaler",0,IED,Urban Residential,Unknown,Non-State Actors,Yes,Civilians,Non-specific IED,0
Remote Detonation,0,0,0,0,0,2,1,1,Afghanistan,21-11-2016,One killed and one wounded after bomb planted in vehicle was detonated,0,IED,No Information,Unknown,Non-State Actors,Unclear,Not Reported,Non-specific IED,0
Victim-activated,2,2,0,0,0,0,0,0,India,21-11-2016,Two CRPF jawans injured by pressure IED in Sukma,0,IED,Road,Naxals (CPI),Non-State Actors,Yes,Not Reported,Roadside Bomb,0
Suicide Attack,1,0,1,0,0,197,105,92,Iraq,24-11-2016,"Suicide truck bomb blew up at petrol station, setting many buses carrying pilgrims on fire",0,IED,Transport Related Infrastructure,ISIS,Non-State Actors,Yes,Civilians,Car Bomb,0
Suicide Attack,1,0,1,0,0,1,0,1,Nigeria,23-11-2016,Suicide bomber detonates at Muna Garage in Maiduguri area,0,IED,Transport Related Infrastructure,Unknown,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Suicide Attack,23,12,11,0,0,0,0,0,Egypt,24-11-2016,Militants explode a suicide car bomb at a checkpoint in northern Sinai,0,IED,Armed Base,ISIS: Egypt,Non-State Actors,Unclear,State (armed),Car Bomb,0
Victim-activated,1,0,1,0,0,0,0,0,Iraq,24-11-2016,Bomb expert killed by IED he was trying to defuse,0,IED,No Information,ISIS,Non-State Actors,Unclear,Not Reported,Non-specific IED,0
Remote Detonation,0,0,0,0,0,2,2,0,Philippines,27-11-2016,Two churchgoers wounded in a bomb explosion in front of the church in Esperanza,0,IED,Place Of Worship,Unknown,Non-State Actors,Yes,Civilians,Non-specific IED,0
Victim-activated,5,5,0,0,0,0,0,0,India,26-11-2016,Five soldiers injured by IED followed by gunfire,0,IED,No Information,Unknown,Non-State Actors,Unclear,State (armed),Non-specific IED,0
Victim-activated,5,5,0,0,0,0,0,0,Nigeria,26-11-2016,Troops triggered Boko Haram IED injuring five,0,IED,No Information,Boko Haram,Non-State Actors,Unclear,Not Reported,Non-specific IED,0
Remote Detonation,9,9,0,0,0,0,0,0,Philippines,29-11-2016,Nine members of Philippines President Duterte's security team injured by IED,0,IED,Road,Unknown,Non-State Actors,Unclear,State (armed),Roadside Bomb,0
Remote Detonation,4,3,1,0,0,0,0,0,Thailand,30-11-2016,Thai soldier killed and three wounded by roadside bomb whilst traveling to Yala,0,IED,Road,Unknown,Non-State Actors,Unclear,Not Reported,Roadside Bomb,0
Victim-activated,0,0,0,0,0,1,1,0,India,01-12-2016,A private driver accidently steps on a bomb planted by Maoists,0,IED,Road,Naxals (CPI),Non-State Actors,Yes,Not Reported,Roadside Bomb,0
Suicide Attack,0,0,0,0,0,42,30,12,Iraq,03-12-2016,12 civilians killed and 30 injured in suicide bombing in Mosul,0,IED,Urban Residential,ISIS,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Victim-activated,0,0,0,0,0,3,3,0,Kenya,02-12-2016,Three injured after fuel tanker runs over IED,0,IED,Road,Unknown,Non-State Actors,Unclear,Not Reported,Roadside Bomb,0
Victim-activated,0,0,0,0,2,5,1,4,Afghanistan,05-12-2016,Four civilians killed when vehicle struck a roadside bomb Monday morning,0,IED,Road,Unknown,Non-State Actors,Yes,Not Reported,Roadside Bomb,2
Victim-activated,0,0,0,0,2,2,2,0,Turkey,04-12-2016,Two children injured by pipe bomb explosion ,0,IED,Urban Residential,Unknown,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Remote Detonation,0,0,0,1,1,2,2,0,Philippines,04-12-2016,"IED wounds two clan members after land dispute. Black powder, cut nails and mobile phone used in device",0,IED,Urban Residential,Individual,Unknown,Yes,Civilians,Non-specific IED,0
Victim-activated,1,1,0,0,0,0,0,0,Philippines,06-12-2016,Police commando injured by IED during raid of residential compound in Marawi early in the morning,0,IED,Urban Residential,Islamic State In Lanao,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Remote Detonation,2,1,1,0,0,0,0,0,India,06-12-2016,CRPF jawan killed and one injured in IED blast followed by firing,0,IED,Road,Naxals (CPI),Non-State Actors,Unclear,State (armed),Roadside Bomb,0
Suicide Attack,2,0,2,0,0,19,18,1,Nigeria,11-12-2016,Two seven year-old girls carry out suicide bomb attack on busy Nigerian market. Boko Haram believed responsible,0,IED,Market,Unknown,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Suicide Attack,6,0,6,0,0,0,0,0,Libya,02-12-2016,At least two female sucide bombers detonate explosives killing four soldiers,0,IED,Armed Base,ISIS: Libya,Non-State Actors,Unclear,State (armed),Non-specific IED,0
Suicide Attack,2,0,2,0,0,112,67,45,Nigeria,09-12-2016,Two women suicide bombers detonate at busy market Friday morning,0,IED,Market,Boko Haram,Non-State Actors,Yes,Civilians,Non-specific IED,0
Suicide Attack,36,0,36,0,0,163,155,8,Turkey,10-12-2016,"Car bomb, using 300kg of explosives, and suicide bomber are detonated outside of soccer stadium in Istanbul",0,IED,Entertainment,TAK,Non-State Actors,Yes,Not Reported,Multiple Explosive Weapons,0
Suicide Attack,1,0,1,0,0,75,49,26,Egypt,11-12-2016,Bomb detonated during Sunday mass at a Coptic Christian church in Cairo,0,IED,Place Of Worship,ISIS: Egypt,Non-State Actors,Yes,Civilians,Non-specific IED,0
Suicide Attack,1,0,1,0,0,79,50,29,Somalia,11-12-2016,Suicide truck bomb hit entrance to Somalia's biggest port ,0,IED,Transport Related Infrastructure,Al Shabaab,Non-State Actors,Yes,State (armed),Non-specific IED,0
Suicide Attack,96,50,46,0,0,0,0,0,Yemen,10-12-2016,Suicide bomber kills 45 soldiers and wounded 50 at army base in Yemen,0,IED,Armed Base,ISIS: Yemen,Non-State Actors,No,State (armed),Non-specific IED,0
Remote Detonation,4,4,0,0,0,0,0,0,Thailand,12-12-2016,Four border patrol police receive minor injuries during bomb attack on vehicle,0,IED,Road,Unknown,Non-State Actors,Unclear,State (armed),Roadside Bomb,0
Victim-activated,0,0,0,0,0,4,4,0,Afghanistan,12-12-2016,"Roadside bomb detonated when civilian vehicles hits it, wounding four passengers",0,IED,Road,Unknown,Non-State Actors,Unclear,Not Reported,Roadside Bomb,1
Victim-activated,0,0,0,0,0,12,10,2,Iraq,14-12-2016,Two people killed and ten injured by car bomb west of Baghdad,0,IED,Commercial Premises,Unknown,Non-State Actors,Yes,Not Reported,Car Bomb,0
Suicide Attack,6,0,6,0,2,3,2,1,Somalia,15-12-2016,Bomb kills six in Mogadishu in attack targeting security forces,0,IED,Armed Base,Unknown,Non-State Actors,Yes,State (armed),Car Bomb,0
Suicide Attack,1,0,1,0,0,2,2,0,Somalia,15-12-2016,Car bomb blew up at a checkpoint near the national theatre in Mogadishu ,0,IED,Entertainment,Unknown,Non-State Actors,Yes,Not Reported,Car Bomb,0
Suicide Attack,70,56,14,0,0,0,0,0,Turkey,17-12-2016,Suicide car bomb in central Turkey targets bus carrying soldiers visiting a local market,0,IED,Transport Related Infrastructure,Unknown,Non-State Actors,Yes,State (armed),Non-specific IED,0
Suicide Attack,134,84,50,0,0,0,0,0,Yemen,18-12-2016,Suicide bomber killed 49 soldiers in Aden queuing to collect salaries,0,IED,Armed Base,ISIS: Yemen,Non-State Actors,No,State (armed),Non-specific IED,0
Suicide Attack,16,8,8,0,0,0,0,0,Libya,18-12-2016,At least seven killed and eight wounded by suicide bomber targeting forces loyal to Libya's eastern government,0,IED,No Information,ISIS: Libya,Non-State Actors,Unclear,State (armed),Non-specific IED,0
Suicide Attack,11,0,11,0,0,15,0,15,Iraq,22-12-2016,At least 23 killed in a triple car bomb attack by ISIS in an eastern area of Mosul,0,IED,Market,ISIS,Non-State Actors,Yes,Not Reported,Car Bomb,0
Remote Detonation,1,0,1,0,0,2,0,2,Somalia,22-12-2016,Two civilians and a government soldier killed in an explosion near busy junction ,0,IED,Road,Unknown,Non-State Actors,Yes,State (armed),Non-specific IED,0
Suicide Attack,1,0,1,0,0,7,5,2,Cameroon,25-12-2016,Two killed in suicide bomb attack ,0,IED,Market,Unknown,Non-State Actors,Yes,Not Reported,Non-specific IED,1
Suicide Attack,2,0,2,0,0,0,0,0,Cameroon,25-12-2016,Two suspected Boko Haram members detonate suicide bombs killing themselves only,0,IED,Market,Unknown,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Remote Detonation,0,0,0,0,10,32,32,0,Philippines,28-12-2016,35 wounded when two bombs exploded at amateur boxing competition using 81mm mortar cartridge and mobile,0,IED,Entertainment,Unknown,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Remote Detonation,4,3,1,0,0,0,0,0,China,29-12-2016,"Car bomb detonated in Communist Party compound in western China, killing one and injuring three",0,IED,Public Building,Unknown,Non-State Actors,Yes,State (unarmed),Car Bomb,0
Suicide Attack,4,0,4,0,0,21,16,5,Somalia,02-01-2017,Suicide bomber detonated explosives-laden vehicle at a security checkpoint near airport,0,IED,Armed Base,Al Shabaab,Non-State Actors,Yes,Not Reported,Car Bomb,0
Suicide Attack,4,2,2,0,0,7,7,0,Somalia,03-01-2017,Twin suicide car bombs claimed by al Shabaab wounded nine at airport and hotel,0,IED,Multiple (urban),Al Shabaab,Non-State Actors,Yes,Not Reported,Car Bomb,0
Remote Detonation,4,4,0,0,0,2,2,0,Pakistan,02-01-2017,Six wounded by roadside bomb in Quetta targeting security vehicle,0,IED,Road,Unknown,Non-State Actors,Yes,State (armed),Roadside Bomb,0
Suicide Attack,1,0,1,0,0,88,52,36,Iraq,02-01-2017,Suicide bomber detonates explosive-laden truck at Baghdad market ,0,IED,Market,ISIS,Non-State Actors,Yes,Not Reported,Car Bomb,9
Suicide Attack,2,0,2,0,0,82,54,28,Iraq,31-12-2016,Suicide bombings at Baghdad market kill 28,0,IED,Market,ISIS,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Suicide Attack,1,0,1,0,0,1,1,0,Nigeria,31-12-2016,"Female suicide bomber, no more than 10 years old, detonates explosives early, killing herself and injuring one.",0,IED,Public Gathering,Unknown,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Remote Detonation,3,1,2,0,0,0,0,0,Egypt,31-12-2016,Roadside bomb kills police officer and a soldier in Sinai,0,IED,Road,Unknown,Non-State Actors,Unclear,State (armed),Roadside Bomb,0
Suicide Attack,9,0,9,0,0,25,25,0,Iraq,01-01-2017,Three suicide bombers killed six policemen at a checkpoint in al-Qadisiyya,0,IED,Police Station,Unknown,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Suicide Attack,6,0,6,0,0,0,0,0,Iraq,03-01-2017,Four police killed in double suicide atack in Samarra ,0,IED,Police Station,Unknown,Non-State Actors,Yes,State (armed),Non-specific IED,0
Remote Detonation,5,5,0,0,0,15,15,0,Pakistan,04-01-2017,Roadside bomb struck vehicle carrying police in Dera Ismail Khan wounding officers and passers-by,0,IED,Road,Unknown,Non-State Actors,Yes,State (armed),Roadside Bomb,0
Suicide Attack,1,0,1,0,0,33,22,11,Iraq,05-01-2017,Suicide bomber targets shops and food stands near bus station killed 11 and wounded 22,0,IED,Commercial Premises,Unknown,Non-State Actors,Yes,Not Reported,Car Bomb,0
Suicide Attack,4,0,4,0,0,17,15,2,Syria,08-01-2017,"5 killed and 15 injured by car bomb targeting checkpoint, including three soldiers",0,IED,Armed Base,Syrian Rebels: Al-Nusra Front,Non-State Actors,Yes,Not Reported,Car Bomb,0
Suicide Attack,1,0,1,0,0,62,50,12,Iraq,08-01-2017,"Car bomb strikes market in eastern Baghdad killing at least 11 in Jamila, Sadr City",0,IED,Market,ISIS,Non-State Actors,Yes,Civilians,Car Bomb,0
Suicide Attack,1,0,1,0,0,19,12,7,Iraq,08-01-2017,Seven killed when suicide bomber detonated his explosives at a market in Baghdad,0,IED,Market,ISIS,Non-State Actors,Yes,Civilians,Non-specific IED,0
Suicide Attack,14,6,8,0,0,7,6,1,Egypt,09-01-2017,Truck bomb targeting checkpoint in al-Arish killed 7 police and 1 civilian,0,IED,Police Station,Unknown,Non-State Actors,Yes,Not Reported,Car Bomb,0
Suicide Attack,2,0,2,0,0,2,0,2,Somalia,08-01-2017,Two female suicide bombers targeted homes of civilians in Kaleri killing two,0,IED,Urban Residential,Unknown,Non-State Actors,Yes,Civilians,Non-specific IED,0
Suicide Attack,4,0,4,0,0,0,0,0,Somalia,08-01-2017,3 male suicide bombers tried to shoot their way to checkpoint and detonate explosives one CJTF member killed,0,IED,Armed Base,Unknown,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Victim-activated,0,0,0,0,0,1,0,1,Afghanistan,07-01-2017,Tribal elder killed in roadside blast in Zabul,0,IED,Road,Unknown,Non-State Actors,Unclear,Not Reported,Roadside Bomb,0
Victim-activated,5,3,2,0,0,0,0,0,Iraq,08-01-2017,Two Iranian-Kurdish Peshmerga soldiers killed and three wounded by ISIS IED,0,IED,No Information,ISIS,Non-State Actors,Unclear,Not Reported,Non-specific IED,0
Suicide Attack,6,0,6,0,0,0,0,0,Yemen,07-01-2017,Bomber detonates vest in al-Wadea district killing six soldiers loyal to Hadi at checkpoint,0,IED,Armed Base,Unknown,Non-State Actors,Unclear,Armed Groups,Non-specific IED,0
Suicide Attack,5,0,5,0,0,106,72,34,Afghanistan,10-01-2017,"38 killed and 72 wounded in twin bombing in Kabul, first suicide bomber, second car bomb",0,IED,Public Building,Taliban,Non-State Actors,Yes,Not Reported,Multiple Explosive Weapons,0
Suicide Attack,1,0,1,0,0,13,6,7,Afghanistan,10-01-2017,Suicide bomber targetted guesthouse used by intelligence official in Lashkar Gah,0,IED,Urban Residential,Taliban,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Suicide Attack,0,0,0,0,0,27,17,10,Syria,12-01-2017,A suicide bomber killed at least seven in Kafr Sousa,0,IED,Urban Residential,Unknown,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Victim-activated,0,0,0,0,3,9,2,7,Afghanistan,15-01-2017,"Seven civilians, including a woman and three children killed when vehicle hit a roadside bomb",0,IED,Village,Unknown,Non-State Actors,Yes,Not Reported,Roadside Bomb,1
Remote Detonation,0,0,0,0,0,2,2,0,Pakistan,13-01-2017,Remote-controlled IED targeted vehicle of tribal elder injuring two ,0,IED,Village,Unknown,Non-State Actors,Yes,Civilians,Roadside Bomb,0
Suicide Attack,8,0,8,0,0,18,16,2,Nigeria,13-01-2017,4 female suicide bombers at a crowded motor park near checkpoint in Madagali kill 6,0,IED,Armed Base,Unknown,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Remote Detonation,6,2,4,0,0,0,0,0,Turkey,16-01-2017,Four police killed and two wounded by roadside bomb in Diyarbakir,0,IED,Road,PKK,Non-State Actors,Unclear,State (armed),Roadside Bomb,0
Suicide Attack,3,0,3,0,1,19,17,2,Nigeria,16-01-2017,"Three suicide bombers, including a child, detonated at dawn at the University of Maiduguri",0,IED,School,Unknown,Non-State Actors,Yes,Civilians,Non-specific IED,0
Suicide Attack,175,115,60,0,0,0,0,0,Mali,18-01-2017,60 killed and 100 wounded by suicide attack on a military camp in Gao Mali. AQIM claim attack carried out by close ally al Mourabitoun,0,IED,Armed Base,AQIM,Non-State Actors,No,State (armed),Car Bomb,0
Remote Detonation,0,0,0,0,0,9,9,0,Colombia,18-01-2017,IED triggered near Bogota's National Park injuring nine in 5th floor of housing block,0,IED,Urban Residential,Unknown,Non-State Actors,Yes,Not Reported,Non-specific IED,0
Victim-activated,0,0,0,0,2,7,4,3,India,18-01-2017,"Two women and 15yo girl killed by pressure IED, four other women injured. Maoists suspected.",1,IED,Village,Unknown,Non-State Actors,Yes,State (armed),Roadside Bomb,5
